trial_id,trial_index,condition_label,condition_name,trial_duration_sec,dt_sec,aom_mean,aom_std,aom_max,aom_min,aom_baseline_mean,aom_response_mean,aom_delta_response_baseline,aom_peak_index,aom_peak_time_sec,aom_mean_abs_diff,pom_mean,pom_std,pom_max,pom_min,pom_baseline_mean,pom_response_mean,pom_delta_response_baseline,pom_peak_index,pom_peak_time_sec,pom_mean_abs_diff,avg_pupil_mean,avg_pupil_std,avg_pupil_max,avg_pupil_min,avg_pupil_baseline_mean,avg_pupil_response_mean,avg_pupil_delta_response_baseline,avg_pupil_peak_index,avg_pupil_peak_time_sec,avg_pupil_mean_abs_diff,avg_eye_mean,avg_eye_std,avg_eye_max,avg_eye_min,avg_eye_baseline_mean,avg_eye_response_mean,avg_eye_delta_response_baseline,avg_eye_peak_index,avg_eye_peak_time_sec,avg_eye_mean_abs_diff
T011,10,2,tilt_right,4.0,0.05,0.260200964684429,0.2340055838190526,1.0395578803225685,0.0,0.01633604979324573,0.22937537653141302,0.21303932673816728,41,2.0500000000000003,0.12438472649746245,0.023635067882819216,0.04951045252869959,0.22891628081243556,0.0,0.000680448043475409,0.0005465681003113791,-0.0001338799431640299,64,3.2,0.013925535928604484,0.15865343176338656,0.010998716411824878,0.1889756427315628,0.13679744480830297,0.16037636967639646,0.15375656427023562,-0.006619805406160834,72,3.6,0.003063200235346526,0.011354645273497683,0.012715705599365568,0.07071173105917375,0.00045449383245615,0.0061814188050171555,0.004594549010806875,-0.0015868697942102803,71,3.5500000000000003,0.008272182907179869
T012,11,0,no_tilt,4.0,0.05,0.046166876081879374,0.04893513388588994,0.1935896121538626,0.0,0.10299663426056722,0.0681990869660925,-0.03479754729447472,3,0.15000000000000002,0.022935026930174497,0.0011039804983716994,0.0011055867447879223,0.005794670174311594,0.0,0.0005704345193266472,0.0005864529663941156,1.6018447067468354e-05,67,3.35,0.0006558091966625361,0.15863676785646896,0.005967524565754856,0.16905954283592478,0.1456224276646956,0.16317207254135258,0.16167675447964117,-0.0014953180617114092,13,0.65,0.00161371707835916,0.006030785565830023,0.009207360361900578,0.04681828004615185,0.00082217768152885,0.02008325022926271,0.0034863252213145814,-0.016596925007948127,0,0.0,0.003530682299663078
T013,12,2,tilt_right,4.0,0.05,0.2014819623244768,0.23834537115751608,0.9089956908374488,0.0,0.009358823015463012,0.024759443889573515,0.015400620874110503,79,3.95,0.07148788641660604,0.029452260989923124,0.058545959421800076,0.2499228903168303,0.0,0.0008240677272413146,0.0006460477618530909,-0.00017801996538822375,64,3.2,0.01702053109363047,0.15892022979855225,0.007456580679051206,0.18623606276454385,0.14770891719988774,0.15967179589877759,0.15560469105811553,-0.004067104840662056,79,3.95,0.0022061250830804004,0.00904880825725024,0.011299135218372879,0.0600189033450008,0.0006093589279184,0.00426903431549102,0.002222354715060672,-0.0020466796004303483,51,2.5500000000000003,0.005806352384275367
T014,13,2,tilt_right,4.0,0.05,0.19555554170366934,0.1411297353074379,0.667296387494292,0.0,0.0949093251991064,0.09136521140208807,-0.003544113797018328,50,2.5,0.06784546175117016,0.034928402067559,0.07201818376167136,0.32848314956419583,0.0,0.000990834144679542,0.0007153531170357393,-0.00027548102764380256,45,2.25,0.02041526302009957,0.1705707008651237,0.005541066352613142,0.18111358741163955,0.15118219086770002,0.17058794359307533,0.1725543970110605,0.001966453417985181,13,0.65,0.002281824261904166,0.010885046832530634,0.012575389212830513,0.06196870978814635,0.00018072459308705,0.022360875331182205,0.006471701315582773,-0.01588917401559943,20,1.0,0.008874609646962755
T015,14,0,no_tilt,4.0,0.05,0.1661746309880838,0.08494623939361234,0.40781989052836765,0.0,0.1693519056126316,0.17539223931611056,0.006040333703478951,12,0.6000000000000001,0.04771365055091633,0.0012065959718604072,0.0015201548615219425,0.008003903722342779,0.0,0.0005002738232991405,0.0005044150564054085,4.141233106267944e-06,67,3.35,0.0007991413066279295,0.16537734582566022,0.007597967744324983,0.1816221837521456,0.13526627688084675,0.16748389301213568,0.16581837813190717,-0.001665514880228508,50,2.5,0.003059042592616306,0.014830859970727524,0.016940747778866134,0.1121921113796075,0.001099559969441,0.008667872234986409,0.012686621411846318,0.004018749176859909,43,2.15,0.010008842355587742
T016,15,0,no_tilt,4.0,0.05,0.01131711877243462,0.008443757854492043,0.04946504093064667,0.0,0.02324460062110693,0.0084944343871623,-0.01475016623394463,4,0.2,0.004837894003790544,0.0011255379388156073,0.001366486203654344,0.007060545001986847,0.0,0.0005125437981053544,0.00046509688017584325,-4.744691792951119e-05,67,3.35,0.0007412239416201641,0.17932165683139933,0.0054286659222017265,0.18724692705940116,0.1687618228080921,0.17511624326551556,0.17401031791870383,-0.0011059253468117258,69,3.45,0.0011326123161826895,0.003233542888514332,0.005403757742399253,0.04814641181179805,0.0005451783536284,0.0032583475477265906,0.002481630589772817,-0.0007767169579537738,40,2.0,0.002313025625969037
T017,16,0,no_tilt,4.0,0.05,0.010828465604457937,0.007331324089989186,0.032721641859270345,0.0,0.012127723574026065,0.012817067771133162,0.0006893441971070977,28,1.4000000000000001,0.004982173496143696,0.0011259364635149835,0.0013672712672436584,0.007065708561082749,0.0,0.0005102565977317215,0.00046531498915537657,-4.494160857634492e-05,67,3.35,0.0007408553498535537,0.18153318975693505,0.003706851388262831,0.18912753842261393,0.17390507887031686,0.1824627837230734,0.1851223693744311,0.00265958565135771,21,1.05,0.0009300260783169845,0.0018514532389052505,0.0009148458367164171,0.00448304755252475,0.00036768940035985,0.0019876155667071,0.001840770304420958,-0.00014684526228614186,4,0.2,0.0009511796661972639
T018,17,0,no_tilt,4.0,0.05,0.009992526865820178,0.008045320205072587,0.03784097308463213,0.0,0.00416111744565575,0.00899164625482259,0.004830528809166841,75,3.75,0.0054548018038824845,0.0011246776175032262,0.0013640033092073504,0.007044498052498379,0.0,0.0005104989927500419,0.0004658306344348727,-4.4668358315169134e-05,67,3.35,0.0007395937801683155,0.16383278445928479,0.00464680571687013,0.17011138677052004,0.14900933148388434,0.16485615772535472,0.16583711483274086,0.0009809571073861323,50,2.5,0.0012276465150216846,0.0027675151018917207,0.0017147338941896218,0.01202454273744955,0.0006219574109161,0.004023780909415119,0.0026046770729165987,-0.0014191038364985203,0,0.0,0.0013308506413910739
T019,18,1,tilt_left,4.0,0.05,0.11621591458109268,0.1374359998762159,0.5555056364955685,0.0,0.015527890967714925,0.009348370285924374,-0.00617952068179055,59,2.95,0.04265559884857066,0.05267641522848332,0.08797431136070757,0.3641947855075183,0.0,0.0007534326347752804,0.0008204502693535799,6.701763457829957e-05,44,2.2,0.030889994976831703,0.16072866992941265,0.009394965573535969,0.18168298025457666,0.13699643394217048,0.1609311480254823,0.1604739837163322,-0.0004571643091501043,77,3.85,0.002309271832873679,0.011910299911825467,0.015488422897252285,0.0837325046982513,0.00036162666760165,0.0018229532522865198,0.0028895923996086303,0.0010666391473221105,49,2.45,0.009237113132921023
T020,19,1,tilt_left,4.0,0.05,0.14489241172819836,0.10747437530200815,0.569799860618357,0.0,0.12948763738143748,0.08921516509035135,-0.04027247229108613,46,2.3000000000000003,0.04956061347612318,0.047417019218487955,0.07923176832695687,0.3357822285354808,0.0,0.0007981287430495942,0.00091100656588745,0.00011287782283785574,44,2.2,0.027643353612513282,0.17696548477262525,0.006396281667204454,0.18392348698183564,0.15942382819297934,0.17791442813469138,0.1803798100732747,0.002465381938583311,18,0.9,0.0020139812544117575,0.012521292988304062,0.012597138788357049,0.0656939459269327,0.00045337608498035,0.011548926983430689,0.007403109231973983,-0.0041458177514567054,73,3.6500000000000004,0.008782429843710016
T021,20,1,tilt_left,4.0,0.05,0.12228776262902874,0.12721603930377626,0.5817605831058235,0.0,0.01047413097011638,0.024124204542629687,0.013650073572513308,77,3.85,0.044744701319209094,0.04422617849616111,0.07465112123366348,0.3298560564675115,0.0,0.0007684909549853563,0.0009059655812299949,0.00013747462624463856,44,2.2,0.025810450413654807,0.16468627056755253,0.003666148026533609,0.17312017083041265,0.15562290699582837,0.1643721374320177,0.16300164544780396,-0.0013704919842137397,63,3.1500000000000004,0.00218177179137691,0.009332768491540305,0.010741159821249532,0.054782444760051646,0.00085831295292095,0.0037147310558268655,0.002345814968574645,-0.0013689160872522206,47,2.35,0.005614206814721655
T022,21,1,tilt_left,4.0,0.05,0.19572130518534575,0.2150967528209856,1.0989576690133698,0.0,0.05076931706878164,0.07758723380873467,0.026817916739953027,46,2.3000000000000003,0.09593328761679111,0.04232575652220858,0.07076384230114433,0.3004482943940381,0.0,0.0007581799066468403,0.0009631890257552927,0.0002050091191084524,45,2.25,0.024525371969129798,0.1650257049514115,0.007425143136656586,0.18265505162335544,0.14804809708054562,0.17104577476844082,0.1635131498168363,-0.007532624951604533,64,3.2,0.0017272698533883505,0.009892647859871897,0.015871894222990197,0.08915226486406386,0.0004575887193731,0.004689362086755659,0.0022358944715423286,-0.0024534676152133303,68,3.4000000000000004,0.008428591793876639
T023,22,0,no_tilt,4.0,0.05,0.041672015434674,0.03208421123186111,0.14569776306967677,0.0,0.03719562053278345,0.05144544912820394,0.01424982859542049,43,2.15,0.024243018830469875,0.0011195863361477597,0.001193423136052401,0.0060150382520620625,0.0,0.0005513213434009529,0.0005389080935861033,-1.2413249814849543e-05,67,3.35,0.0007090130758072414,0.15828678800238533,0.0040057928313367505,0.16726763811641415,0.1465214712912707,0.15924212044890368,0.1554731271319713,-0.0037689933169323675,50,2.5,0.0013769871417227103,0.003322887068983768,0.003871630052364557,0.03307088553338705,0.0003848051035345188,0.00541218797518886,0.0031716481585198023,-0.0022405398166690576,0,0.0,0.0018167600316392055
T024,23,1,tilt_left,4.0,0.05,0.20172585302644883,0.25237969616400713,1.1933907116122386,0.0,0.04127486840395649,0.03660369527176799,-0.004671173132188504,47,2.35,0.0737544316630235,0.04128814154409352,0.06886975527210212,0.29618429357308795,0.0,0.0007541363840442469,0.0009506233618584764,0.0001964869778142295,45,2.25,0.023607524661631015,0.15349333146256766,0.011940762272694009,0.18236467175818943,0.1365552786520051,0.14791522117490422,0.14747261466923864,-0.000442606505665577,72,3.6,0.0019868524439246595,0.009229786103233238,0.011627555427996627,0.0595470864956237,0.0006050328778621501,0.0029043131080890004,0.00203798357528354,-0.0008663295328054602,54,2.7,0.0056455715984194575
T025,24,2,tilt_right,4.0,0.05,0.23356332478856942,0.19788494832168732,1.1225759880131878,0.0,0.1935766700480941,0.34121702296416156,0.14764035291606747,11,0.55,0.0991525095265822,0.03233262534507046,0.07069823624628539,0.33834969213434657,0.0,0.0007705197676584459,0.0007310893058242948,-3.943046183415113e-05,45,2.25,0.019187543931848863,0.16446783525032066,0.005137815153679238,0.17635533159517605,0.15078181613632247,0.1676077769175332,0.16096350060011025,-0.0066442763174229535,61,3.0500000000000003,0.002719497780278132,0.014002460898192428,0.011616459701182991,0.05268045978042625,0.00128389367952405,0.015243123922983081,0.009911105775351765,-0.005332018147631316,40,2.0,0.008765692078347147
T026,25,0,no_tilt,4.0,0.05,0.030328522574143035,0.03693259738859496,0.12981288946150227,0.0,0.021081475900756274,0.034208480162550806,0.013127004261794532,50,2.5,0.025385823344277435,0.001102954755457009,0.0010163297138260613,0.005623296245945989,0.0,0.0005828466752781627,0.0006310705397084684,4.822386443030567e-05,67,3.35,0.0006324356248911948,0.15164354363300403,0.0029065153746982725,0.158525171469876,0.14500957307166873,0.15440938551352887,0.15311655778025185,-0.0012928277332770188,2,0.1,0.0011784225713763973,0.0025394283426772766,0.0017012813713454223,0.0102287595001651,0.0006127466075938,0.00298761638127248,0.0025435712460497887,-0.00044404513522269123,0,0.0,0.0015924641882390878
T027,26,1,tilt_left,4.0,0.05,0.11423982481505353,0.14437387918406167,0.614182680874764,0.0,0.006858129538487037,0.005565621749799621,-0.0012925077886874166,67,3.35,0.05223465785165513,0.0378244020028983,0.06644324072941253,0.28671481057959614,0.0,0.0005339852712827567,0.000800512698590713,0.0002665274273079563,45,2.25,0.021641443797793234,0.1466570050783615,0.009467616145138481,0.16692956470016135,0.12141569101339225,0.14377817339697993,0.14567852629024117,0.0019003528932612368,78,3.9000000000000004,0.0019214729272377033,0.009913865730877314,0.015519378853299603,0.09339474664428575,0.00052517736965435,0.0028184061495918197,0.001783478111926435,-0.0010349280376653848,68,3.4000000000000004,0.00651417555517998
