trial_id,trial_index,condition_label,condition_name,pupil_valid_trial,eye_valid_trial,aom_valid_trial,pom_valid_trial,pupil_dilation_happened,pupil_baseline_min,pupil_response_max,pupil_dilation_threshold,pupil_dilation_time_sec,pupil_peak_time_sec,eye_movement_happened,eye_baseline_mean,eye_response_max,eye_movement_threshold,eye_movement_time_sec,eye_peak_time_sec,active_locomotion_happened,aom_baseline_mean,aom_response_max,active_locomotion_threshold,active_locomotion_time_sec,aom_peak_time_sec,passive_locomotion_happened,pom_baseline_mean,pom_response_max,passive_locomotion_threshold,passive_locomotion_time_sec,pom_peak_time_sec,active_freezing_happened,active_freezing_time_sec,aom_trough_time_sec,passive_freezing_happened,passive_freezing_time_sec,pom_trough_time_sec
T011,10,2,tilt_right,True,True,True,True,True,0.13791653389671665,0.1889756427315628,0.1448123605915525,2.2,3.6,True,0.004991266459359445,0.07071173105917375,0.007486899689039168,2.2,3.5500000000000003,True,0.17611554484687122,1.0395578803225685,0.26417331727030685,2.0500000000000003,2.0500000000000003,True,0.0005800380861023866,0.22891628081243556,0.0008700571291535798,2.0,3.2,True,2.0,2.0,False,,2.0
T012,11,0,no_tilt,True,True,True,True,True,0.1555539522508877,0.16513047524016494,0.1633316498634321,3.3000000000000003,3.3000000000000003,True,0.007635556473301613,0.040733042077790556,0.011453334709952419,3.2,3.2,False,0.07689847378971117,0.09094057756401669,0.11534771068456676,,2.25,True,0.0005824483546272484,0.005794670174311594,0.0008736725319408727,2.0500000000000003,3.35,True,2.0,3.6,True,2.0,3.7
T013,12,2,tilt_right,True,True,True,True,True,0.14833556745070375,0.18623606276454385,0.15575234582323894,2.25,3.95,True,0.002734024615168259,0.0600189033450008,0.004101036922752389,2.25,2.5500000000000003,True,0.02090928867104589,0.9089956908374488,0.03136393300656884,2.0,3.95,True,0.0006905527532001468,0.2499228903168303,0.00103582912980022,2.0500000000000003,3.2,False,,2.1,False,,2.0
T014,13,2,tilt_right,True,True,True,True,True,0.16389535111574438,0.1809037090390662,0.1720901186715316,3.1,3.4000000000000004,True,0.010443994819482633,0.0536012142411654,0.01566599222922395,2.25,2.6,True,0.09225123985134266,0.667296387494292,0.138376859777014,2.1,2.5,True,0.0007842233739466901,0.32848314956419583,0.0011763350609200352,2.0500000000000003,2.25,False,,2.0500000000000003,False,,2.0
T015,14,0,no_tilt,True,True,True,True,True,0.15925393073472754,0.1816221837521456,0.16721662727146394,2.35,2.5,True,0.011681934117631338,0.1121921113796075,0.017522901176447007,2.15,2.15,True,0.1738821558902408,0.269555124348417,0.2608232338353612,2.15,2.15,True,0.0005033797481288414,0.008003903722342779,0.0007550696221932621,2.1,3.35,True,2.0,2.0,True,2.3000000000000003,3.1
T016,15,0,no_tilt,True,True,True,True,True,0.1687618228080921,0.18724692705940116,0.1771999139484967,2.0,3.45,True,0.0026758098292612603,0.04814641181179805,0.004013714743891891,2.0,2.0,True,0.012181975945648458,0.03226565712389186,0.018272963918472687,2.95,3.0,True,0.000476958609658221,0.007060545001986847,0.0007154379144873315,2.0,3.35,True,2.0,3.95,True,2.35,3.1
T017,16,0,no_tilt,True,True,True,True,False,0.18099856409760715,0.18309134595251544,0.19004849230248752,,2.0,True,0.0018774816199924938,0.0042875323037378996,0.002816222429988741,2.0,3.7,True,0.012644731721856383,0.025238281025217586,0.018967097582784573,2.0,2.0,True,0.0004765503912994628,0.007065708561082749,0.0007148255869491942,2.0,3.35,True,2.1,2.85,True,2.35,3.1
T018,17,0,no_tilt,True,True,True,True,False,0.16284322191287925,0.17011138677052004,0.17098538300852323,,2.5,True,0.0029594530320412285,0.0052432592684656994,0.004439179548061843,2.5500000000000003,2.6,True,0.0077840140525308795,0.03784097308463213,0.011676021078796318,2.0,3.75,True,0.000476997724013665,0.007044498052498379,0.0007154965860204975,2.0,3.35,True,2.3000000000000003,2.75,True,2.35,3.1
T019,18,1,tilt_left,True,True,True,True,True,0.15530607787203748,0.18168298025457666,0.16307138176563937,3.1,3.85,True,0.0026229326127781027,0.0837325046982513,0.003934398919167154,2.15,2.45,True,0.010893250456372012,0.5555056364955685,0.016339875684558018,2.0500000000000003,2.95,True,0.000803695860709005,0.3641947855075183,0.0012055437910635076,2.0,2.2,True,2.0,2.0,False,,3.7
T020,19,1,tilt_left,True,True,True,True,True,0.17242208912389634,0.18364270769047356,0.18104319358009116,2.0500000000000003,3.5,True,0.00843956366983816,0.0656939459269327,0.012659345504757238,2.3000000000000003,3.6500000000000004,True,0.09928328316312288,0.569799860618357,0.14892492474468433,2.2,2.3000000000000003,True,0.000882787110177986,0.3357822285354808,0.001324180665266979,2.0,2.2,True,2.0,2.0,False,,3.7
T021,20,1,tilt_left,True,True,True,True,True,0.15989471040242734,0.17312017083041265,0.1678894459225487,2.25,3.1500000000000004,True,0.0026880439903877,0.054782444760051646,0.00403206598558155,2.15,2.35,True,0.020711686149501356,0.5817605831058235,0.031067529224252034,2.0500000000000003,3.85,True,0.0008715969246688354,0.3298560564675115,0.001307395387003253,2.0,2.2,False,,2.0,False,,3.7
T022,21,1,tilt_left,True,True,True,True,True,0.15791633512711334,0.18265505162335544,0.165812151883469,3.0,3.2,True,0.0028492613753456613,0.08915226486406386,0.004273892063018492,2.25,3.4000000000000004,True,0.07088275462374642,1.0989576690133698,0.10632413193561963,2.0,2.3000000000000003,True,0.0009119367459781795,0.3004482943940381,0.0013679051189672692,2.0,2.25,True,2.0500000000000003,3.9000000000000004,False,,3.7
T023,22,0,no_tilt,True,True,True,True,True,0.1465214712912707,0.16726763811641415,0.15384754485583424,2.0,2.5,True,0.003731783112687068,0.00728168763229695,0.005597674669030602,3.95,3.95,True,0.04788299197934881,0.14569776306967677,0.07182448796902322,2.1,2.15,True,0.0005420114060398157,0.0060150382520620625,0.0008130171090597236,2.1,3.35,True,2.0,3.6,True,2.0500000000000003,3.1
T024,23,1,tilt_left,True,True,True,True,True,0.1446982855265399,0.18236467175818943,0.1519331998028669,2.2,3.6,True,0.0022545659584849048,0.0595470864956237,0.0033818489377273574,2.2,2.7,True,0.037771488554815116,1.1933907116122386,0.056657232832222675,2.0500000000000003,2.35,True,0.0009015016174049189,0.29618429357308795,0.0013522524261073785,2.0,2.25,True,2.0,2.0,False,,3.7
T025,24,2,tilt_right,True,True,True,True,True,0.15078181613632247,0.17635533159517605,0.1583209069431386,2.0,3.0500000000000003,True,0.011244110312259595,0.05268045978042625,0.016866165468389392,2.0,2.0,True,0.3043069347351447,0.4741271409717542,0.45646040210271704,2.75,2.75,True,0.0007409469212828325,0.33834969213434657,0.0011114203819242489,2.0,2.25,True,2.0,3.5500000000000003,False,,2.0
T026,25,0,no_tilt,True,True,True,True,False,0.1500204886298926,0.1559249174717717,0.15752151306138723,,2.7,True,0.0026545825298554615,0.0058405648671969,0.003981873794783193,2.0,2.6500000000000004,True,0.030926729097102174,0.12981288946150227,0.04639009364565326,2.0,2.5,True,0.0006190145736008919,0.005623296245945989,0.0009285218604013379,2.0500000000000003,3.35,True,2.0500000000000003,3.3000000000000003,True,2.3000000000000003,2.35
T027,26,1,tilt_left,True,True,True,True,True,0.14206280418698308,0.16692956470016135,0.14916594439633224,3.0,3.9000000000000004,True,0.0020422101213427813,0.09339474664428575,0.003063315182014172,2.1,3.4000000000000004,True,0.005888748696971475,0.614182680874764,0.008833123045457213,2.0,3.35,True,0.000733880841763724,0.28671481057959614,0.001100821262645586,2.0,2.25,False,,2.0,False,,3.7
